Valuation ID,Item,Item Primary Key,Category,Subcategory,Unit,Item Amount,Item Unit Value,Inventory Value
INV-2025-03,Garlic Paste,LIQ-018,Liquids/Pastes/Sauces,Paste,4 lb tub,14,14.87,208.18
INV-2025-03,Ginger Paste,LIQ-019,Liquids/Pastes/Sauces,Paste,4 lb tub,10,18.1,181.0
INV-2025-03,"Curry Paste, Red",LIQ-020,Liquids/Pastes/Sauces,Paste,14 oz can,22,6.64,146.08
INV-2025-03,Crushed Tomatoes,LIQ-021,Liquids/Pastes/Sauces,Canned Tomato,#10 can,20,10.32,206.4
INV-2025-03,Diced Tomatoes,LIQ-022,Liquids/Pastes/Sauces,Canned Tomato,#10 can,22,8.24,181.28
INV-2025-03,Tomato Puree,LIQ-023,Liquids/Pastes/Sauces,Canned Tomato,#10 can,5,8.33,41.65
INV-2025-03,"Chicken Stock, Liquid",LIQ-024,Liquids/Pastes/Sauces,Stock/Broth,1 gal jug,17,16.66,283.22
INV-2025-03,"Beef Stock, Liquid",LIQ-025,Liquids/Pastes/Sauces,Stock/Broth,1 gal jug,12,17.05,204.6
INV-2025-03,"Vegetable Stock, Liquid",LIQ-026,Liquids/Pastes/Sauces,Stock/Broth,1 gal jug,6,15.79,94.74
INV-2025-03,Marinara Sauce,LIQ-027,Liquids/Pastes/Sauces,Sauce,#10 can,4,12.87,51.48
INV-2025-03,Alfredo Sauce,LIQ-028,Liquids/Pastes/Sauces,Sauce,4 lb tub,18,16.71,300.78
INV-2025-03,Sriracha,LIQ-029,Liquids/Pastes/Sauces,Sauce,1 gal jug,10,24.83,248.3
INV-2025-03,Honey,LIQ-030,Liquids/Pastes/Sauces,Honey/Syrup,5 lb jug,7,18.84,131.88
INV-2025-03,Romaine Lettuce,PRD-001,Produce & Meat,Produce,case of 24 heads,13,35.04,455.52
INV-2025-03,Iceberg Lettuce,PRD-002,Produce & Meat,Produce,case of 24 heads,25,28.18,704.5
INV-2025-03,"Tomatoes, Roma",PRD-003,Produce & Meat,Produce,25 lb case,19,36.15,686.85
INV-2025-03,"Onions, Yellow",PRD-004,Produce & Meat,Produce,50 lb bag,25,25.33,633.25
INV-2025-03,"Garlic, Fresh",PRD-005,Produce & Meat,Produce,10 lb case,15,37.85,567.75
INV-2025-03,"Bell Peppers, Green",PRD-006,Produce & Meat,Produce,25 lb case,17,40.07,681.19
INV-2025-03,"Bell Peppers, Red",PRD-007,Produce & Meat,Produce,25 lb case,10,39.06,390.6
INV-2025-03,Avocados,PRD-008,Produce & Meat,Produce,case of 48,13,63.35,823.55
INV-2025-03,Limes,PRD-009,Produce & Meat,Produce,case of 200,16,42.48,679.68
INV-2025-03,Lemons,PRD-010,Produce & Meat,Produce,case of 165,13,36.64,476.32
INV-2025-03,"Potatoes, Russet",PRD-011,Produce & Meat,Produce,50 lb bag,23,31.47,723.81
INV-2025-03,Carrots,PRD-012,Produce & Meat,Produce,25 lb bag,22,24.08,529.76
INV-2025-03,Celery,PRD-013,Produce & Meat,Produce,case of 30,14,28.88,404.32
INV-2025-03,"Mushrooms, White Button",PRD-014,Produce & Meat,Produce,10 lb case,5,35.93,179.65
INV-2025-03,Cilantro,PRD-015,Produce & Meat,Produce,case of 30 bunches,16,22.55,360.8
INV-2025-03,Jalapeños,PRD-016,Produce & Meat,Produce,10 lb case,8,18.32,146.56
INV-2025-03,Cucumbers,PRD-017,Produce & Meat,Produce,case of 24,21,21.82,458.22
INV-2025-03,"Spinach, Fresh",PRD-018,Produce & Meat,Produce,4 lb case,3,20.25,60.75
INV-2025-03,"Basil, Fresh",PRD-019,Produce & Meat,Produce,case of 12 bunches,9,25.72,231.48
INV-2025-03,"Ginger, Fresh",PRD-020,Produce & Meat,Produce,10 lb case,20,28.72,574.4
INV-2025-03,"Ground Beef, 80/20",PRD-021,Produce & Meat,Meat,case,19,4.85,92.15
INV-2025-03,"Chicken Breast, Boneless",PRD-022,Produce & Meat,Meat,case,8,4.9,39.2
INV-2025-03,"Chicken Thighs, Boneless",PRD-023,Produce & Meat,Meat,case,9,3.78,34.02
INV-2025-03,Pork Shoulder,PRD-024,Produce & Meat,Meat,case,6,3.93,23.58
INV-2025-03,"Bacon, Sliced",PRD-025,Produce & Meat,Meat,15 lb case,21,64.5,1354.5
INV-2025-03,NY Strip Steak,PRD-026,Produce & Meat,Meat,case,6,16.42,98.52
INV-2025-03,Ribeye Steak,PRD-027,Produce & Meat,Meat,case,19,18.62,353.78
INV-2025-03,Ground Pork,PRD-028,Produce & Meat,Meat,case,7,3.63,25.41
INV-2025-03,"Salmon Fillet, Fresh",PRD-029,Produce & Meat,Seafood,case,2,12.55,25.1
INV-2025-03,"Shrimp, Fresh 16/20",PRD-030,Produce & Meat,Seafood,case,13,12.38,160.94
INV-2025-03,"To-Go Containers, 32oz",SUP-001,Supplies,To-Go,case of 150,40,36.93,1477.2
INV-2025-03,"To-Go Cups, 16oz",SUP-002,Supplies,To-Go,case of 1000,12,62.83,753.96
INV-2025-03,"To-Go Cup Lids, Dome",SUP-003,Supplies,To-Go,case of 1000,16,30.36,485.76
INV-2025-03,"Paper Bags, Kraft",SUP-004,Supplies,To-Go,case of 500,63,32.74,2062.62
INV-2025-03,"Napkins, Dinner",SUP-005,Supplies,Disposable,case of 3000,18,32.43,583.74
INV-2025-03,"Straws, Wrapped",SUP-006,Supplies,Disposable,box of 500,56,9.69,542.64
INV-2025-03,"Plastic Cutlery, Forks",SUP-007,Supplies,Disposable,box of 1000,23,18.86,433.78
INV-2025-03,"Plastic Cutlery, Spoons",SUP-008,Supplies,Disposable,box of 1000,38,18.47,701.86
INV-2025-03,Toothpicks,SUP-009,Supplies,Disposable,box of 1000,15,4.36,65.4
INV-2025-03,"Dish Soap, Concentrate",SUP-010,Supplies,Cleaning,1 gal jug,94,25.69,2414.86
INV-2025-03,"Degreaser, Kitchen",SUP-011,Supplies,Cleaning,1 gal jug,68,21.45,1458.6
INV-2025-03,Sanitizer Solution,SUP-012,Supplies,Cleaning,1 gal jug,13,16.75,217.75
INV-2025-03,Bleach,SUP-013,Supplies,Cleaning,1 gal jug,71,8.23,584.33
INV-2025-03,Glass Cleaner,SUP-014,Supplies,Cleaning,1 gal jug,64,16.11,1031.04
INV-2025-03,"Paper Towels, Roll",SUP-015,Supplies,Paper Goods,case of 12,72,42.73,3076.56
INV-2025-03,"Toilet Paper, Roll",SUP-016,Supplies,Paper Goods,case of 48,66,40.01,2640.66
INV-2025-03,Butcher Paper Roll,SUP-017,Supplies,Paper Goods,roll,20,29.89,597.8
INV-2025-03,Parchment Paper Sheets,SUP-018,Supplies,Paper Goods,box of 1000,28,37.57,1051.96
INV-2025-03,Plastic Wrap Roll,SUP-019,Supplies,Wrap/Film,roll,45,20.34,915.3
INV-2025-03,Aluminum Foil Roll,SUP-020,Supplies,Wrap/Film,roll,84,30.74,2582.16
INV-2025-03,"Disposable Gloves, Nitrile",SUP-021,Supplies,Gloves,case of 1000,51,55.85,2848.35
INV-2025-03,"Disposable Gloves, Vinyl",SUP-022,Supplies,Gloves,case of 1000,86,36.35,3126.1
INV-2025-03,Food Storage Containers,SUP-023,Supplies,Storage,case of 100,68,36.86,2506.48
INV-2025-03,Container Lids,SUP-024,Supplies,Storage,case of 100,65,23.21,1508.65
INV-2025-03,"Deli Cups w/ Lids, 8oz",SUP-025,Supplies,Storage,case of 500,99,34.9,3455.1
INV-2025-03,Hand Soap,SUP-026,Supplies,Chemical,1 gal jug,93,16.63,1546.59
INV-2025-03,Hand Sanitizer,SUP-027,Supplies,Chemical,1 gal jug,80,20.88,1670.4
INV-2025-03,Chafing Fuel Cans,SUP-028,Supplies,Small Wares,case of 24,37,39.26,1452.62
INV-2025-03,Aluminum Steam Table Pans,SUP-029,Supplies,Small Wares,case of 50,39,55.13,2150.07
INV-2025-03,"Menu Paper, Cardstock",SUP-030,Supplies,Menu/Marketing,ream of 500,68,19.82,1347.76
INV-2025-04,Coca-Cola Syrup BIB,NAB-001,Non-Alcoholic Beverage,Soda,5 gal bag-in-box,32,65.76,2104.32
INV-2025-04,Diet Coke Syrup BIB,NAB-002,Non-Alcoholic Beverage,Soda,5 gal bag-in-box,21,58.7,1232.7
INV-2025-04,Sprite Syrup BIB,NAB-003,Non-Alcoholic Beverage,Soda,5 gal bag-in-box,14,70.58,988.12
INV-2025-04,Ginger Ale Syrup BIB,NAB-004,Non-Alcoholic Beverage,Soda,5 gal bag-in-box,35,62.18,2176.3
INV-2025-04,Still Water 16.9oz,NAB-005,Non-Alcoholic Beverage,Bottled Water,case of 24,10,6.42,64.2
INV-2025-04,Sparkling Water 12oz,NAB-006,Non-Alcoholic Beverage,Bottled Water,case of 24,11,18.05,198.55
INV-2025-04,Orange Juice Concentrate,NAB-007,Non-Alcoholic Beverage,Juice,gallon,28,12.3,344.4
INV-2025-04,Cranberry Juice Cocktail,NAB-008,Non-Alcoholic Beverage,Juice,gallon,40,8.47,338.8
INV-2025-04,Pineapple Juice,NAB-009,Non-Alcoholic Beverage,Juice,46 oz can,40,4.44,177.6
INV-2025-04,Lemon Juice (bottled),NAB-010,Non-Alcoholic Beverage,Juice,32 oz bottle,12,4.58,54.96
INV-2025-04,Lime Juice (bottled),NAB-011,Non-Alcoholic Beverage,Juice,32 oz bottle,32,4.53,144.96
INV-2025-04,"Espresso Beans, Dark Roast",NAB-012,Non-Alcoholic Beverage,Coffee,5 lb bag,8,46.06,368.48
INV-2025-04,"Drip Coffee, Medium Roast",NAB-013,Non-Alcoholic Beverage,Coffee,2 lb bag,24,16.36,392.64
INV-2025-04,"Decaf Coffee, Medium Roast",NAB-014,Non-Alcoholic Beverage,Coffee,2 lb bag,37,17.47,646.39
INV-2025-04,Black Tea Bags,NAB-015,Non-Alcoholic Beverage,Tea,box of 100,35,14.63,512.05
INV-2025-04,Green Tea Bags,NAB-016,Non-Alcoholic Beverage,Tea,box of 100,11,14.86,163.46
INV-2025-04,Herbal Chamomile Tea Bags,NAB-017,Non-Alcoholic Beverage,Tea,box of 100,40,16.29,651.6
INV-2025-04,Red Bull 8.4oz,NAB-018,Non-Alcoholic Beverage,Energy/Sports,case of 24,22,37.37,822.14
INV-2025-04,Gatorade Fruit Punch,NAB-019,Non-Alcoholic Beverage,Energy/Sports,case of 24,32,23.01,736.32
INV-2025-04,Whole Milk,NAB-020,Non-Alcoholic Beverage,Milk/Dairy Bev,half gallon,40,2.5,100.0
INV-2025-04,Oat Milk,NAB-021,Non-Alcoholic Beverage,Milk/Dairy Bev,32 oz carton,22,5.43,119.46
INV-2025-04,"Almond Milk, Unsweetened",NAB-022,Non-Alcoholic Beverage,Milk/Dairy Bev,32 oz carton,22,4.41,97.02
INV-2025-04,Root Beer Syrup BIB,NAB-023,Non-Alcoholic Beverage,Soda,5 gal bag-in-box,24,62.2,1492.8
INV-2025-04,Club Soda Canister,NAB-024,Non-Alcoholic Beverage,Soda,5 gal canister,27,14.86,401.22
INV-2025-04,Grapefruit Juice,NAB-025,Non-Alcoholic Beverage,Juice,46 oz can,14,5.75,80.5
INV-2025-04,Tomato Juice,NAB-026,Non-Alcoholic Beverage,Juice,46 oz can,30,4.32,129.6
INV-2025-04,Sparkling Lemon Water 12oz,NAB-027,Non-Alcoholic Beverage,Bottled Water,case of 24,6,15.53,93.18
INV-2025-04,Cold Brew Concentrate,NAB-028,Non-Alcoholic Beverage,Coffee,gallon,38,19.58,744.04
INV-2025-04,Half & Half,NAB-029,Non-Alcoholic Beverage,Milk/Dairy Bev,quart,31,4.73,146.63
INV-2025-04,Powerade Blue,NAB-030,Non-Alcoholic Beverage,Energy/Sports,case of 24,15,17.22,258.3
INV-2025-04,Domestic Draft Lager Keg,ALC-001,Alcoholic Beverage,Beer,1/2 barrel keg,26,110.66,2877.16
INV-2025-04,Craft IPA Keg,ALC-002,Alcoholic Beverage,Beer,1/6 barrel keg,21,113.65,2386.65
INV-2025-04,"Mexican Lager, Bottled",ALC-003,Alcoholic Beverage,Beer,case of 24,4,37.77,151.08
INV-2025-04,"Wheat Beer, Bottled",ALC-004,Alcoholic Beverage,Beer,case of 24,27,33.53,905.31
INV-2025-04,Light Lager Draft Keg,ALC-005,Alcoholic Beverage,Beer,1/2 barrel keg,24,88.26,2118.24
INV-2025-04,"Cabernet Sauvignon, House Red",ALC-006,Alcoholic Beverage,Wine,case of 12,17,84.26,1432.42
INV-2025-04,"Chardonnay, House White",ALC-007,Alcoholic Beverage,Wine,case of 12,18,84.53,1521.54
INV-2025-04,Pinot Noir,ALC-008,Alcoholic Beverage,Wine,case of 12,16,126.21,2019.36
INV-2025-04,Sauvignon Blanc,ALC-009,Alcoholic Beverage,Wine,case of 12,27,101.5,2740.5
INV-2025-04,Prosecco,ALC-010,Alcoholic Beverage,Wine,case of 12,14,111.79,1565.06
INV-2025-04,Rosé,ALC-011,Alcoholic Beverage,Wine,case of 12,12,90.95,1091.4
INV-2025-04,"Vodka, Well",ALC-012,Alcoholic Beverage,Spirits,1.75L bottle,21,24.96,524.16
INV-2025-04,"Vodka, Premium",ALC-013,Alcoholic Beverage,Spirits,1L bottle,24,32.07,769.68
INV-2025-04,"Gin, Well",ALC-014,Alcoholic Beverage,Spirits,1.75L bottle,10,21.03,210.3
INV-2025-04,"Tequila, Blanco Premium",ALC-015,Alcoholic Beverage,Spirits,1L bottle,22,32.13,706.86
INV-2025-04,"Tequila, Reposado Premium",ALC-016,Alcoholic Beverage,Spirits,1L bottle,9,44.1,396.9
INV-2025-04,"Bourbon, Well",ALC-017,Alcoholic Beverage,Spirits,1.75L bottle,9,31.27,281.43
INV-2025-04,"Bourbon, Premium",ALC-018,Alcoholic Beverage,Spirits,750ml bottle,27,42.22,1139.94
INV-2025-04,"Rum, White",ALC-019,Alcoholic Beverage,Spirits,1.75L bottle,13,18.71,243.23
INV-2025-04,"Rum, Spiced",ALC-020,Alcoholic Beverage,Spirits,1L bottle,18,21.51,387.18
INV-2025-04,"Whiskey, Rye",ALC-021,Alcoholic Beverage,Spirits,750ml bottle,8,35.5,284.0
INV-2025-04,"Scotch, Blended",ALC-022,Alcoholic Beverage,Spirits,750ml bottle,20,30.5,610.0
INV-2025-04,Triple Sec,ALC-023,Alcoholic Beverage,Liqueur,1L bottle,19,15.74,299.06
INV-2025-04,Coffee Liqueur,ALC-024,Alcoholic Beverage,Liqueur,750ml bottle,24,26.97,647.28
INV-2025-04,Amaretto,ALC-025,Alcoholic Beverage,Liqueur,750ml bottle,5,21.17,105.85
INV-2025-04,"Stout, Bottled",ALC-026,Alcoholic Beverage,Beer,case of 24,26,40.73,1058.98
INV-2025-04,Non-Alcoholic Beer,ALC-027,Alcoholic Beverage,Beer,case of 24,3,34.97,104.91
INV-2025-04,"Champagne, Brut",ALC-028,Alcoholic Beverage,Wine,case of 6,5,124.24,621.2
INV-2025-04,Mezcal,ALC-029,Alcoholic Beverage,Spirits,750ml bottle,21,41.28,866.88
INV-2025-04,"Vermouth, Dry",ALC-030,Alcoholic Beverage,Liqueur,1L bottle,15,12.85,192.75
INV-2025-04,All-Purpose Flour,DRY-001,Dry Goods & Spices,Flour,50 lb bag,31,21.78,675.18
INV-2025-04,Bread Flour,DRY-002,Dry Goods & Spices,Flour,50 lb bag,30,22.69,680.7
INV-2025-04,Cornmeal,DRY-003,Dry Goods & Spices,Flour,25 lb bag,25,16.02,400.5
INV-2025-04,"White Rice, Long Grain",DRY-004,Dry Goods & Spices,Grain,50 lb bag,44,35.25,1551.0
INV-2025-04,Jasmine Rice,DRY-005,Dry Goods & Spices,Grain,50 lb bag,49,36.22,1774.78
INV-2025-04,Quinoa,DRY-006,Dry Goods & Spices,Grain,10 lb bag,10,29.22,292.2
INV-2025-04,"Spaghetti, Dry",DRY-007,Dry Goods & Spices,Pasta,20 lb case,11,19.97,219.67
INV-2025-04,"Penne, Dry",DRY-008,Dry Goods & Spices,Pasta,20 lb case,42,18.14,761.88
INV-2025-04,"Black Beans, Dry",DRY-009,Dry Goods & Spices,Legume,25 lb bag,10,22.11,221.1
INV-2025-04,"Pinto Beans, Dry",DRY-010,Dry Goods & Spices,Legume,25 lb bag,24,22.85,548.4
INV-2025-04,Granulated Sugar,DRY-011,Dry Goods & Spices,Sugar,50 lb bag,19,24.45,464.55
INV-2025-04,Brown Sugar,DRY-012,Dry Goods & Spices,Sugar,25 lb bag,15,16.31,244.65
INV-2025-04,Powdered Sugar,DRY-013,Dry Goods & Spices,Sugar,25 lb bag,45,19.56,880.2
INV-2025-04,Kosher Salt,DRY-014,Dry Goods & Spices,Spice,25 lb bag,37,9.8,362.6
INV-2025-04,"Black Pepper, Ground",DRY-015,Dry Goods & Spices,Spice,1 lb bag,27,13.48,363.96
INV-2025-04,"Paprika, Smoked",DRY-016,Dry Goods & Spices,Spice,1 lb bag,46,10.5,483.0
INV-2025-04,"Cumin, Ground",DRY-017,Dry Goods & Spices,Spice,1 lb bag,20,12.35,247.0
INV-2025-04,Chili Powder,DRY-018,Dry Goods & Spices,Spice,1 lb bag,21,8.82,185.22
INV-2025-04,Garlic Powder,DRY-019,Dry Goods & Spices,Spice,1 lb bag,43,7.96,342.28
INV-2025-04,Onion Powder,DRY-020,Dry Goods & Spices,Spice,1 lb bag,46,8.68,399.28
INV-2025-04,Cayenne Pepper,DRY-021,Dry Goods & Spices,Spice,1 lb bag,45,9.47,426.15
INV-2025-04,"Oregano, Dried",DRY-022,Dry Goods & Spices,Spice,1 lb bag,41,13.8,565.8
INV-2025-04,"Cinnamon, Ground",DRY-023,Dry Goods & Spices,Spice,1 lb bag,33,9.57,315.81
INV-2025-04,Baking Powder,DRY-024,Dry Goods & Spices,Baking,10 lb can,41,19.7,807.7
INV-2025-04,Baking Soda,DRY-025,Dry Goods & Spices,Baking,12 lb box,44,10.12,445.28
INV-2025-04,Cocoa Powder,DRY-026,Dry Goods & Spices,Baking,5 lb bag,45,20.61,927.45
INV-2025-04,Panko Bread Crumbs,DRY-027,Dry Goods & Spices,Breading,25 lb case,33,31.46,1038.18
INV-2025-04,Seasoned Bread Crumbs,DRY-028,Dry Goods & Spices,Breading,25 lb case,33,30.82,1017.06
INV-2025-04,Sesame Seeds,DRY-029,Dry Goods & Spices,Nuts/Seeds,5 lb bag,22,20.83,458.26
INV-2025-04,Sliced Almonds,DRY-030,Dry Goods & Spices,Nuts/Seeds,5 lb bag,27,29.76,803.52
INV-2025-04,Frozen Peas,FRZ-001,Frozen/Refrigerated Goods,Frozen Vegetable,20 lb case,24,24.9,597.6
INV-2025-04,Frozen Corn,FRZ-002,Frozen/Refrigerated Goods,Frozen Vegetable,20 lb case,7,22.79,159.53
INV-2025-04,Frozen Broccoli Florets,FRZ-003,Frozen/Refrigerated Goods,Frozen Vegetable,20 lb case,23,27.66,636.18
INV-2025-04,"Frozen Spinach, Chopped",FRZ-004,Frozen/Refrigerated Goods,Frozen Vegetable,20 lb case,10,26.78,267.8
INV-2025-04,"French Fries, Straight Cut",FRZ-005,Frozen/Refrigerated Goods,Frozen Potato,30 lb case,37,32.85,1215.45
INV-2025-04,Tater Tots,FRZ-006,Frozen/Refrigerated Goods,Frozen Potato,30 lb case,40,33.21,1328.4
INV-2025-04,"Hash Browns, Shredded",FRZ-007,Frozen/Refrigerated Goods,Frozen Potato,20 lb case,7,27.41,191.87
INV-2025-04,"Dinner Rolls, Par-Baked",FRZ-008,Frozen/Refrigerated Goods,Frozen Bread,case of 200,17,38.17,648.89
INV-2025-04,Pizza Dough Balls,FRZ-009,Frozen/Refrigerated Goods,Frozen Bread,case of 40,35,39.6,1386.0
INV-2025-04,Vanilla Ice Cream,FRZ-010,Frozen/Refrigerated Goods,Frozen Dessert,3 gal tub,8,25.91,207.28
INV-2025-04,Chocolate Ice Cream,FRZ-011,Frozen/Refrigerated Goods,Frozen Dessert,3 gal tub,26,30.62,796.12
INV-2025-04,"Cheesecake, Uncut",FRZ-012,Frozen/Refrigerated Goods,Frozen Dessert,10 inch,10,19.7,197.0
INV-2025-04,Frozen Mixed Berries,FRZ-013,Frozen/Refrigerated Goods,Frozen Fruit,10 lb bag,16,31.81,508.96
INV-2025-04,Frozen Mango Chunks,FRZ-014,Frozen/Refrigerated Goods,Frozen Fruit,10 lb bag,33,28.05,925.65
INV-2025-04,Shredded Mozzarella,FRZ-015,Frozen/Refrigerated Goods,Dairy,5 lb bag,38,18.81,714.78
INV-2025-04,Shredded Cheddar,FRZ-016,Frozen/Refrigerated Goods,Dairy,5 lb bag,15,17.95,269.25
INV-2025-04,"Parmesan, Grated",FRZ-017,Frozen/Refrigerated Goods,Dairy,5 lb bag,23,33.75,776.25
INV-2025-04,Cream Cheese,FRZ-018,Frozen/Refrigerated Goods,Dairy,3 lb block,26,12.56,326.56
INV-2025-04,"Butter, Unsalted",FRZ-019,Frozen/Refrigerated Goods,Dairy,36 lb case,8,115.5,924.0
INV-2025-04,Heavy Cream,FRZ-020,Frozen/Refrigerated Goods,Dairy,quart,26,4.74,123.24
INV-2025-04,Sour Cream,FRZ-021,Frozen/Refrigerated Goods,Dairy,5 lb tub,11,15.46,170.06
INV-2025-04,"Eggs, Large",FRZ-022,Frozen/Refrigerated Goods,Dairy,case of 15 dz,29,52.3,1516.7
INV-2025-04,"Frozen Shrimp, 21/25",FRZ-023,Frozen/Refrigerated Goods,Frozen Protein,5 lb bag,14,61.59,862.26
INV-2025-04,Frozen Chicken Wings,FRZ-024,Frozen/Refrigerated Goods,Frozen Protein,40 lb case,14,112.01,1568.14
INV-2025-04,Frozen Salmon Fillets,FRZ-025,Frozen/Refrigerated Goods,Frozen Protein,10 lb box,24,104.37,2504.88
INV-2025-04,Mozzarella Sticks,FRZ-026,Frozen/Refrigerated Goods,Frozen Appetizer,case of 240,30,54.21,1626.3
INV-2025-04,"Spring Rolls, Vegetable",FRZ-027,Frozen/Refrigerated Goods,Frozen Appetizer,case of 100,10,59.79,597.9
INV-2025-04,"Yogurt, Plain",FRZ-028,Frozen/Refrigerated Goods,Dairy,5 lb tub,29,14.47,419.63
INV-2025-04,Frozen Diced Onions,FRZ-029,Frozen/Refrigerated Goods,Frozen Vegetable,20 lb case,26,27.74,721.24
INV-2025-04,"Pie Crust, Frozen 9in",FRZ-030,Frozen/Refrigerated Goods,Frozen Dessert,case of 24,38,30.54,1160.52
INV-2025-04,Canola Oil,LIQ-001,Liquids/Pastes/Sauces,Oil,35 lb jug,24,42.07,1009.68
INV-2025-04,"Olive Oil, Extra Virgin",LIQ-002,Liquids/Pastes/Sauces,Oil,3 L tin,14,24.2,338.8
INV-2025-04,Vegetable Oil,LIQ-003,Liquids/Pastes/Sauces,Oil,35 lb jug,12,37.05,444.6
INV-2025-04,Sesame Oil,LIQ-004,Liquids/Pastes/Sauces,Oil,1 gal jug,9,27.52,247.68
INV-2025-04,White Vinegar,LIQ-005,Liquids/Pastes/Sauces,Vinegar,1 gal jug,27,7.29,196.83
INV-2025-04,Balsamic Vinegar,LIQ-006,Liquids/Pastes/Sauces,Vinegar,1 gal jug,10,27.55,275.5
INV-2025-04,Rice Wine Vinegar,LIQ-007,Liquids/Pastes/Sauces,Vinegar,1 gal jug,7,18.54,129.78
INV-2025-04,Soy Sauce,LIQ-008,Liquids/Pastes/Sauces,Sauce,1 gal jug,30,13.27,398.1
INV-2025-04,Hot Sauce,LIQ-009,Liquids/Pastes/Sauces,Sauce,1 gal jug,19,24.73,469.87
INV-2025-04,Worcestershire Sauce,LIQ-010,Liquids/Pastes/Sauces,Sauce,1 gal jug,29,18.25,529.25
INV-2025-04,BBQ Sauce,LIQ-011,Liquids/Pastes/Sauces,Sauce,1 gal jug,19,15.39,292.41
INV-2025-04,Buffalo Wing Sauce,LIQ-012,Liquids/Pastes/Sauces,Sauce,1 gal jug,13,22.69,294.97
INV-2025-04,Teriyaki Sauce,LIQ-013,Liquids/Pastes/Sauces,Sauce,1 gal jug,22,17.17,377.74
INV-2025-04,Ranch Dressing,LIQ-014,Liquids/Pastes/Sauces,Sauce,1 gal jug,15,19.01,285.15
INV-2025-04,Caesar Dressing,LIQ-015,Liquids/Pastes/Sauces,Sauce,1 gal jug,8,20.2,161.6
INV-2025-04,"Vinaigrette, Balsamic",LIQ-016,Liquids/Pastes/Sauces,Sauce,1 gal jug,27,21.95,592.65
INV-2025-04,Tomato Paste,LIQ-017,Liquids/Pastes/Sauces,Paste,#10 can,8,12.67,101.36
INV-2025-04,Garlic Paste,LIQ-018,Liquids/Pastes/Sauces,Paste,4 lb tub,4,15.63,62.52
INV-2025-04,Ginger Paste,LIQ-019,Liquids/Pastes/Sauces,Paste,4 lb tub,24,18.82,451.68
INV-2025-04,"Curry Paste, Red",LIQ-020,Liquids/Pastes/Sauces,Paste,14 oz can,17,6.37,108.29
INV-2025-04,Crushed Tomatoes,LIQ-021,Liquids/Pastes/Sauces,Canned Tomato,#10 can,27,11.03,297.81
INV-2025-04,Diced Tomatoes,LIQ-022,Liquids/Pastes/Sauces,Canned Tomato,#10 can,17,8.25,140.25
INV-2025-04,Tomato Puree,LIQ-023,Liquids/Pastes/Sauces,Canned Tomato,#10 can,10,7.9,79.0
INV-2025-04,"Chicken Stock, Liquid",LIQ-024,Liquids/Pastes/Sauces,Stock/Broth,1 gal jug,28,16.35,457.8
INV-2025-04,"Beef Stock, Liquid",LIQ-025,Liquids/Pastes/Sauces,Stock/Broth,1 gal jug,29,15.83,459.07
INV-2025-04,"Vegetable Stock, Liquid",LIQ-026,Liquids/Pastes/Sauces,Stock/Broth,1 gal jug,24,17.96,431.04
INV-2025-04,Marinara Sauce,LIQ-027,Liquids/Pastes/Sauces,Sauce,#10 can,17,13.21,224.57
INV-2025-04,Alfredo Sauce,LIQ-028,Liquids/Pastes/Sauces,Sauce,4 lb tub,12,18.59,223.08
INV-2025-04,Sriracha,LIQ-029,Liquids/Pastes/Sauces,Sauce,1 gal jug,19,23.48,446.12
INV-2025-04,Honey,LIQ-030,Liquids/Pastes/Sauces,Honey/Syrup,5 lb jug,8,20.15,161.2
INV-2025-04,Romaine Lettuce,PRD-001,Produce & Meat,Produce,case of 24 heads,21,32.14,674.94
INV-2025-04,Iceberg Lettuce,PRD-002,Produce & Meat,Produce,case of 24 heads,10,25.36,253.6
INV-2025-04,"Tomatoes, Roma",PRD-003,Produce & Meat,Produce,25 lb case,17,38.81,659.77
INV-2025-04,"Onions, Yellow",PRD-004,Produce & Meat,Produce,50 lb bag,19,26.14,496.66
INV-2025-04,"Garlic, Fresh",PRD-005,Produce & Meat,Produce,10 lb case,24,38.97,935.28
INV-2025-04,"Bell Peppers, Green",PRD-006,Produce & Meat,Produce,25 lb case,5,37.99,189.95
INV-2025-04,"Bell Peppers, Red",PRD-007,Produce & Meat,Produce,25 lb case,7,40.69,284.83
INV-2025-04,Avocados,PRD-008,Produce & Meat,Produce,case of 48,18,62.61,1126.98
INV-2025-04,Limes,PRD-009,Produce & Meat,Produce,case of 200,15,37.03,555.45
INV-2025-04,Lemons,PRD-010,Produce & Meat,Produce,case of 165,9,41.13,370.17
INV-2025-04,"Potatoes, Russet",PRD-011,Produce & Meat,Produce,50 lb bag,13,34.36,446.68
INV-2025-04,Carrots,PRD-012,Produce & Meat,Produce,25 lb bag,15,22.88,343.2
INV-2025-04,Celery,PRD-013,Produce & Meat,Produce,case of 30,18,29.35,528.3
INV-2025-04,"Mushrooms, White Button",PRD-014,Produce & Meat,Produce,10 lb case,14,36.17,506.38
INV-2025-04,Cilantro,PRD-015,Produce & Meat,Produce,case of 30 bunches,13,23.07,299.91
INV-2025-04,Jalapeños,PRD-016,Produce & Meat,Produce,10 lb case,12,19.14,229.68
INV-2025-04,Cucumbers,PRD-017,Produce & Meat,Produce,case of 24,24,20.78,498.72
INV-2025-04,"Spinach, Fresh",PRD-018,Produce & Meat,Produce,4 lb case,6,18.24,109.44
