Extract Date,Business Key,POS Code,Menu Item Name,Category,Subcategory,Price,Description,Is Active,Is Vegetarian,Is Vegan,Is Gluten Free
2025-08-01,ENT-003,1018,Chicken Parmesan,Food,Entree,19.5,Breaded chicken with marinara and mozzarella over pasta,True,False,False,False
2025-09-01,ENT-003,1018,Chicken Parmesan,Food,Entree,19.5,Breaded chicken with marinara and mozzarella over pasta,True,False,False,False
2025-10-01,ENT-003,1018,Chicken Parmesan,Food,Entree,19.5,Breaded chicken with marinara and mozzarella over pasta,True,False,False,False
2025-11-01,ENT-003,1018,Chicken Parmesan,Food,Entree,19.5,Breaded chicken with marinara and mozzarella over pasta,True,False,False,False
2025-12-01,ENT-003,1018,Chicken Parmesan,Food,Entree,19.5,Breaded chicken with marinara and mozzarella over pasta,True,False,False,False
2025-01-01,ENT-004,1019,NY Strip Steak,Food,Entree,28.0,Grilled NY strip with garlic butter and mashed potatoes,True,False,False,True
2025-02-01,ENT-004,1019,NY Strip Steak,Food,Entree,28.0,Grilled NY strip with garlic butter and mashed potatoes,True,False,False,True
2025-03-01,ENT-004,1019,NY Strip Steak,Food,Entree,28.0,Grilled NY strip with garlic butter and mashed potatoes,True,False,False,True
2025-04-01,ENT-004,1019,NY Strip Steak,Food,Entree,28.0,Grilled NY strip with garlic butter and mashed potatoes,True,False,False,True
2025-05-01,ENT-004,1019,NY Strip Steak,Food,Entree,28.0,Grilled NY strip with garlic butter and mashed potatoes,True,False,False,True
2025-06-01,ENT-004,1019,NY Strip Steak,Food,Entree,28.0,Grilled NY strip with garlic butter and mashed potatoes,True,False,False,True
2025-07-01,ENT-004,1019,NY Strip Steak,Food,Entree,28.0,Grilled NY strip with garlic butter and mashed potatoes,True,False,False,True
2025-08-01,ENT-004,1019,NY Strip Steak,Food,Entree,28.0,Grilled NY strip with garlic butter and mashed potatoes,True,False,False,True
2025-09-01,ENT-004,1019,NY Strip Steak,Food,Entree,28.0,Grilled NY strip with garlic butter and mashed potatoes,True,False,False,True
2025-10-01,ENT-004,1019,NY Strip Steak,Food,Entree,28.0,Grilled NY strip with garlic butter and mashed potatoes,True,False,False,True
2025-11-01,ENT-004,1019,NY Strip Steak,Food,Entree,28.0,Grilled NY strip with garlic butter and mashed potatoes,True,False,False,True
2025-12-01,ENT-004,1019,NY Strip Steak,Food,Entree,28.0,Grilled NY strip with garlic butter and mashed potatoes,True,False,False,True
2025-01-01,ENT-005,1020,Fish and Chips,Food,Entree,17.5,Beer-battered cod with fries and tartar sauce,True,False,False,False
2025-02-01,ENT-005,1020,Fish and Chips,Food,Entree,17.5,Beer-battered cod with fries and tartar sauce,True,False,False,False
2025-03-01,ENT-005,1020,Fish and Chips,Food,Entree,17.5,Beer-battered cod with fries and tartar sauce,True,False,False,False
2025-04-01,ENT-005,1020,Fish and Chips,Food,Entree,17.5,Beer-battered cod with fries and tartar sauce,True,False,False,False
2025-05-01,ENT-005,1020,Fish and Chips,Food,Entree,17.5,Beer-battered cod with fries and tartar sauce,True,False,False,False
2025-06-01,ENT-005,1020,Fish and Chips,Food,Entree,17.5,Beer-battered cod with fries and tartar sauce,True,False,False,False
2025-07-01,ENT-005,1020,Fish and Chips,Food,Entree,17.5,Beer-battered cod with fries and tartar sauce,True,False,False,False
2025-08-01,ENT-005,1020,Fish and Chips,Food,Entree,17.5,Beer-battered cod with fries and tartar sauce,True,False,False,False
2025-09-01,ENT-005,1020,Fish and Chips,Food,Entree,17.5,Beer-battered cod with fries and tartar sauce,True,False,False,False
2025-10-01,ENT-005,1020,Fish and Chips,Food,Entree,17.5,Beer-battered cod with fries and tartar sauce,True,False,False,False
2025-11-01,ENT-005,1020,Fish and Chips,Food,Entree,17.5,Beer-battered cod with fries and tartar sauce,True,False,False,False
2025-12-01,ENT-005,1020,Fish and Chips,Food,Entree,17.5,Beer-battered cod with fries and tartar sauce,True,False,False,False
2025-01-01,ENT-006,1021,BBQ Ribs,Food,Entree,23.0,Slow-cooked ribs with house BBQ sauce and coleslaw,True,False,False,True
2025-02-01,ENT-006,1021,BBQ Ribs,Food,Entree,23.0,Slow-cooked ribs with house BBQ sauce and coleslaw,True,False,False,True
2025-03-01,ENT-006,1021,BBQ Ribs,Food,Entree,23.0,Slow-cooked ribs with house BBQ sauce and coleslaw,True,False,False,True
2025-04-01,ENT-006,1021,BBQ Ribs,Food,Entree,23.0,Slow-cooked ribs with house BBQ sauce and coleslaw,True,False,False,True
2025-05-01,ENT-006,1021,BBQ Ribs,Food,Entree,23.0,Slow-cooked ribs with house BBQ sauce and coleslaw,True,False,False,True
2025-06-01,ENT-006,1021,BBQ Ribs,Food,Entree,23.0,Slow-cooked ribs with house BBQ sauce and coleslaw,True,False,False,True
2025-07-01,ENT-006,1021,BBQ Ribs,Food,Entree,23.0,Slow-cooked ribs with house BBQ sauce and coleslaw,True,False,False,True
2025-08-01,ENT-006,1021,BBQ Ribs,Food,Entree,23.0,Slow-cooked ribs with house BBQ sauce and coleslaw,True,False,False,True
2025-09-01,ENT-006,1021,BBQ Ribs,Food,Entree,23.0,Slow-cooked ribs with house BBQ sauce and coleslaw,True,False,False,True
2025-10-01,ENT-006,1021,BBQ Ribs,Food,Entree,23.0,Slow-cooked ribs with house BBQ sauce and coleslaw,True,False,False,True
2025-11-01,ENT-006,1021,BBQ Ribs,Food,Entree,23.0,Slow-cooked ribs with house BBQ sauce and coleslaw,True,False,False,True
2025-12-01,ENT-006,1021,BBQ Ribs,Food,Entree,23.0,Slow-cooked ribs with house BBQ sauce and coleslaw,True,False,False,True
2025-01-01,ENT-007,1022,Margherita Pizza,Food,Entree,16.0,"Tomato, fresh mozzarella, and basil",True,True,False,False
2025-02-01,ENT-007,1022,Margherita Pizza,Food,Entree,16.0,"Tomato, fresh mozzarella, and basil",True,True,False,False
2025-03-01,ENT-007,1022,Margherita Pizza,Food,Entree,16.0,"Tomato, fresh mozzarella, and basil",True,True,False,False
2025-04-01,ENT-007,1022,Margherita Pizza,Food,Entree,16.0,"Tomato, fresh mozzarella, and basil",True,True,False,False
2025-05-01,ENT-007,1022,Margherita Pizza,Food,Entree,16.0,"Tomato, fresh mozzarella, and basil",True,True,False,False
2025-06-01,ENT-007,1022,Margherita Pizza,Food,Entree,16.0,"Tomato, fresh mozzarella, and basil",True,True,False,False
2025-07-01,ENT-007,1022,Margherita Pizza,Food,Entree,16.0,"Tomato, fresh mozzarella, and basil",True,True,False,False
2025-08-01,ENT-007,1022,Margherita Pizza,Food,Entree,16.0,"Tomato, fresh mozzarella, and basil",True,True,False,False
2025-09-01,ENT-007,1022,Margherita Pizza,Food,Entree,16.0,"Tomato, fresh mozzarella, and basil",True,True,False,False
2025-10-01,ENT-007,1022,Margherita Pizza,Food,Entree,16.0,"Tomato, fresh mozzarella, and basil",True,True,False,False
2025-11-01,ENT-007,1022,Margherita Pizza,Food,Entree,16.0,"Tomato, fresh mozzarella, and basil",True,True,False,False
2025-12-01,ENT-007,1022,Margherita Pizza,Food,Entree,16.0,"Tomato, fresh mozzarella, and basil",True,True,False,False
2025-01-01,ENT-008,1023,Pepperoni Pizza,Food,Entree,17.0,Classic pepperoni and mozzarella,True,True,False,False
2025-02-01,ENT-008,1023,Pepperoni Pizza,Food,Entree,17.0,Classic pepperoni and mozzarella,True,True,False,False
2025-03-01,ENT-008,1023,Pepperoni Pizza,Food,Entree,17.0,Classic pepperoni and mozzarella,True,True,False,False
2025-04-01,ENT-008,1023,Pepperoni Pizza,Food,Entree,17.0,Classic pepperoni and mozzarella,True,True,False,False
2025-05-01,ENT-008,1023,Pepperoni Pizza,Food,Entree,17.0,Classic pepperoni and mozzarella,True,True,False,False
2025-06-01,ENT-008,1023,Pepperoni Pizza,Food,Entree,17.0,Classic pepperoni and mozzarella,True,True,False,False
2025-07-01,ENT-008,1023,Pepperoni Pizza,Food,Entree,17.0,Classic pepperoni and mozzarella,True,True,False,False
2025-08-01,ENT-008,1023,Pepperoni Pizza,Food,Entree,17.0,Classic pepperoni and mozzarella,True,True,False,False
2025-09-01,ENT-008,1023,Pepperoni Pizza,Food,Entree,17.0,Classic pepperoni and mozzarella,True,True,False,False
2025-10-01,ENT-008,1023,Pepperoni Pizza,Food,Entree,17.0,Classic pepperoni and mozzarella,True,True,False,False
2025-11-01,ENT-008,1023,Pepperoni Pizza,Food,Entree,17.0,Classic pepperoni and mozzarella,True,True,False,False
2025-12-01,ENT-008,1023,Pepperoni Pizza,Food,Entree,17.0,Classic pepperoni and mozzarella,True,True,False,False
2025-01-01,ENT-009,1024,Fettuccine Alfredo,Food,Entree,14.91,Fettuccine in creamy parmesan sauce,True,True,False,False
2025-02-01,ENT-009,1024,Fettuccine Alfredo,Food,Entree,14.91,Fettuccine in creamy parmesan sauce,True,True,False,False
2025-03-01,ENT-009,1024,Fettuccine Alfredo,Food,Entree,14.91,Fettuccine in creamy parmesan sauce,True,True,False,False
2025-04-01,ENT-009,1024,Fettuccine Alfredo,Food,Entree,14.91,Fettuccine in creamy parmesan sauce,True,True,False,False
2025-05-01,ENT-009,1024,Fettuccine Alfredo,Food,Entree,16.5,Fettuccine in creamy parmesan sauce,True,True,False,False
2025-06-01,ENT-009,1024,Fettuccine Alfredo,Food,Entree,16.5,Fettuccine in creamy parmesan sauce,True,True,False,False
2025-07-01,ENT-009,1024,Fettuccine Alfredo,Food,Entree,16.5,Fettuccine in creamy parmesan sauce,True,True,False,False
2025-08-01,ENT-009,1024,Fettuccine Alfredo,Food,Entree,16.5,Fettuccine in creamy parmesan sauce,True,True,False,False
2025-09-01,ENT-009,1024,Fettuccine Alfredo,Food,Entree,16.5,Fettuccine in creamy parmesan sauce,True,True,False,False
2025-10-01,ENT-009,1024,Fettuccine Alfredo,Food,Entree,16.5,Fettuccine in creamy parmesan sauce,True,True,False,False
2025-11-01,ENT-009,1024,Fettuccine Alfredo,Food,Entree,16.5,Fettuccine in creamy parmesan sauce,True,True,False,False
2025-12-01,ENT-009,1024,Fettuccine Alfredo,Food,Entree,16.5,Fettuccine in creamy parmesan sauce,True,True,False,False
2025-01-01,ENT-010,1025,Shrimp Scampi,Food,Entree,21.0,Shrimp sautéed in garlic butter over linguine,True,False,False,False
2025-02-01,ENT-010,1025,Shrimp Scampi,Food,Entree,21.0,Shrimp sautéed in garlic butter over linguine,True,False,False,False
2025-03-01,ENT-010,1025,Shrimp Scampi,Food,Entree,21.0,Shrimp sautéed in garlic butter over linguine,True,False,False,False
2025-04-01,ENT-010,1025,Shrimp Scampi,Food,Entree,21.0,Shrimp sautéed in garlic butter over linguine,True,False,False,False
2025-05-01,ENT-010,1025,Shrimp Scampi,Food,Entree,21.0,Shrimp sautéed in garlic butter over linguine,True,False,False,False
2025-06-01,ENT-010,1025,Shrimp Scampi,Food,Entree,21.0,Shrimp sautéed in garlic butter over linguine,True,False,False,False
2025-07-01,ENT-010,1025,Shrimp Scampi,Food,Entree,21.0,Shrimp sautéed in garlic butter over linguine,True,False,False,False
2025-08-01,ENT-010,1025,Shrimp Scampi,Food,Entree,21.0,Shrimp sautéed in garlic butter over linguine,True,False,False,False
2025-09-01,ENT-010,1025,Shrimp Scampi,Food,Entree,21.0,Shrimp sautéed in garlic butter over linguine,True,False,False,False
2025-10-01,ENT-010,1025,Shrimp Scampi,Food,Entree,21.0,Shrimp sautéed in garlic butter over linguine,True,False,False,False
2025-11-01,ENT-010,1025,Shrimp Scampi,Food,Entree,21.0,Shrimp sautéed in garlic butter over linguine,True,False,False,False
2025-12-01,ENT-010,1025,Shrimp Scampi,Food,Entree,21.0,Shrimp sautéed in garlic butter over linguine,True,False,False,False
2025-01-01,ENT-011,1026,Vegetable Stir Fry,Food,Entree,15.5,Seasonal vegetables in a soy-ginger sauce over rice,True,True,True,True
2025-02-01,ENT-011,1026,Vegetable Stir Fry,Food,Entree,15.5,Seasonal vegetables in a soy-ginger sauce over rice,True,True,True,True
2025-03-01,ENT-011,1026,Vegetable Stir Fry,Food,Entree,15.5,Seasonal vegetables in a soy-ginger sauce over rice,True,True,True,True
2025-04-01,ENT-011,1026,Vegetable Stir Fry,Food,Entree,15.5,Seasonal vegetables in a soy-ginger sauce over rice,True,True,True,True
2025-05-01,ENT-011,1026,Vegetable Stir Fry,Food,Entree,15.5,Seasonal vegetables in a soy-ginger sauce over rice,True,True,True,True
2025-06-01,ENT-011,1026,Vegetable Stir Fry,Food,Entree,15.5,Seasonal vegetables in a soy-ginger sauce over rice,True,True,True,True
2025-07-01,ENT-011,1026,Vegetable Stir Fry,Food,Entree,15.5,Seasonal vegetables in a soy-ginger sauce over rice,True,True,True,True
2025-08-01,ENT-011,1026,Vegetable Stir Fry,Food,Entree,15.5,Seasonal vegetables in a soy-ginger sauce over rice,True,True,True,True
2025-09-01,ENT-011,1026,Vegetable Stir Fry,Food,Entree,15.5,Seasonal vegetables in a soy-ginger sauce over rice,True,True,True,True
2025-10-01,ENT-011,1026,Vegetable Stir Fry,Food,Entree,15.5,Seasonal vegetables in a soy-ginger sauce over rice,True,True,True,True
2025-11-01,ENT-011,1026,Vegetable Stir Fry,Food,Entree,15.5,Seasonal vegetables in a soy-ginger sauce over rice,True,True,True,True
2025-12-01,ENT-011,1026,Vegetable Stir Fry,Food,Entree,15.5,Seasonal vegetables in a soy-ginger sauce over rice,True,True,True,True
2025-01-01,ENT-012,1027,Chicken Caesar Salad,Food,Entree,14.5,"Grilled chicken, romaine, parmesan, and Caesar dressing",True,False,False,True
2025-02-01,ENT-012,1027,Chicken Caesar Salad,Food,Entree,14.5,"Grilled chicken, romaine, parmesan, and Caesar dressing",True,False,False,True
2025-03-01,ENT-012,1027,Chicken Caesar Salad,Food,Entree,14.5,"Grilled chicken, romaine, parmesan, and Caesar dressing",True,False,False,True
2025-04-01,ENT-012,1027,Chicken Caesar Salad,Food,Entree,14.5,"Grilled chicken, romaine, parmesan, and Caesar dressing",True,False,False,True
2025-05-01,ENT-012,1027,Chicken Caesar Salad,Food,Entree,14.5,"Grilled chicken, romaine, parmesan, and Caesar dressing",True,False,False,True
2025-06-01,ENT-012,1027,Chicken Caesar Salad,Food,Entree,14.5,"Grilled chicken, romaine, parmesan, and Caesar dressing",True,False,False,True
2025-07-01,ENT-012,1027,Chicken Caesar Salad,Food,Entree,14.5,"Grilled chicken, romaine, parmesan, and Caesar dressing",True,False,False,True
2025-08-01,ENT-012,1027,Chicken Caesar Salad,Food,Entree,14.5,"Grilled chicken, romaine, parmesan, and Caesar dressing",True,False,False,True
2025-09-01,ENT-012,1027,Chicken Caesar Salad,Food,Entree,14.5,"Grilled chicken, romaine, parmesan, and Caesar dressing",True,False,False,True
2025-10-01,ENT-012,1027,Chicken Caesar Salad,Food,Entree,14.5,"Grilled chicken, romaine, parmesan, and Caesar dressing",True,False,False,True
2025-11-01,ENT-012,1027,Chicken Caesar Salad,Food,Entree,14.5,"Grilled chicken, romaine, parmesan, and Caesar dressing",True,False,False,True
2025-12-01,ENT-012,1027,Chicken Caesar Salad,Food,Entree,14.5,"Grilled chicken, romaine, parmesan, and Caesar dressing",True,False,False,True
2025-01-01,ENT-013,1028,Cobb Salad,Food,Entree,14.0,"Chicken, bacon, egg, avocado, and blue cheese",True,False,False,True
2025-02-01,ENT-013,1028,Cobb Salad,Food,Entree,14.0,"Chicken, bacon, egg, avocado, and blue cheese",True,False,False,True
2025-03-01,ENT-013,1028,Cobb Salad,Food,Entree,14.0,"Chicken, bacon, egg, avocado, and blue cheese",True,False,False,True
2025-04-01,ENT-013,1028,Cobb Salad,Food,Entree,14.0,"Chicken, bacon, egg, avocado, and blue cheese",True,False,False,True
2025-05-01,ENT-013,1028,Cobb Salad,Food,Entree,14.0,"Chicken, bacon, egg, avocado, and blue cheese",True,False,False,True
2025-06-01,ENT-013,1028,Cobb Salad,Food,Entree,14.0,"Chicken, bacon, egg, avocado, and blue cheese",True,False,False,True
2025-07-01,ENT-013,1028,Cobb Salad,Food,Entree,14.0,"Chicken, bacon, egg, avocado, and blue cheese",True,False,False,True
2025-08-01,ENT-013,1028,Cobb Salad,Food,Entree,14.0,"Chicken, bacon, egg, avocado, and blue cheese",True,False,False,True
2025-09-01,ENT-013,1028,Cobb Salad,Food,Entree,14.0,"Chicken, bacon, egg, avocado, and blue cheese",True,False,False,True
2025-10-01,ENT-013,1028,Cobb Salad,Food,Entree,14.0,"Chicken, bacon, egg, avocado, and blue cheese",True,False,False,True
2025-11-01,ENT-013,1028,Cobb Salad,Food,Entree,14.0,"Chicken, bacon, egg, avocado, and blue cheese",True,False,False,True
2025-12-01,ENT-013,1028,Cobb Salad,Food,Entree,14.0,"Chicken, bacon, egg, avocado, and blue cheese",True,False,False,True
2025-01-01,ENT-014,1029,Turkey Club Sandwich,Food,Entree,13.5,"Turkey, bacon, lettuce, and tomato on toasted bread",True,False,False,False
2025-02-01,ENT-014,1029,Turkey Club Sandwich,Food,Entree,13.5,"Turkey, bacon, lettuce, and tomato on toasted bread",True,False,False,False
2025-03-01,ENT-014,1029,Turkey Club Sandwich,Food,Entree,13.5,"Turkey, bacon, lettuce, and tomato on toasted bread",True,False,False,False
2025-04-01,ENT-014,1029,Turkey Club Sandwich,Food,Entree,13.5,"Turkey, bacon, lettuce, and tomato on toasted bread",True,False,False,False
2025-05-01,ENT-014,1029,Turkey Club Sandwich,Food,Entree,13.5,"Turkey, bacon, lettuce, and tomato on toasted bread",True,False,False,False
2025-06-01,ENT-014,1029,Turkey Club Sandwich,Food,Entree,13.5,"Turkey, bacon, lettuce, and tomato on toasted bread",True,False,False,False
2025-07-01,ENT-014,1029,Turkey Club Sandwich,Food,Entree,13.5,"Turkey, bacon, lettuce, and tomato on toasted bread",True,False,False,False
2025-08-01,ENT-014,1029,Turkey Club Sandwich,Food,Entree,13.5,"Turkey, bacon, lettuce, and tomato on toasted bread",True,False,False,False
2025-09-01,ENT-014,1029,Turkey Club Sandwich,Food,Entree,13.5,"Turkey, bacon, lettuce, and tomato on toasted bread",True,False,False,False
2025-10-01,ENT-014,1029,Turkey Club Sandwich,Food,Entree,13.5,"Turkey, bacon, lettuce, and tomato on toasted bread",True,False,False,False
2025-11-01,ENT-014,1029,Turkey Club Sandwich,Food,Entree,13.5,"Turkey, bacon, lettuce, and tomato on toasted bread",True,False,False,False
2025-12-01,ENT-014,1029,Turkey Club Sandwich,Food,Entree,13.5,"Turkey, bacon, lettuce, and tomato on toasted bread",True,False,False,False
2025-01-01,ENT-015,1030,Veggie Burger,Food,Entree,14.5,"Plant-based patty with lettuce, tomato, and fries",True,True,False,False
2025-02-01,ENT-015,1030,Veggie Burger,Food,Entree,14.5,"Plant-based patty with lettuce, tomato, and fries",True,True,False,False
2025-03-01,ENT-015,1030,Veggie Burger,Food,Entree,14.5,"Plant-based patty with lettuce, tomato, and fries",True,True,False,False
2025-04-01,ENT-015,1030,Veggie Burger,Food,Entree,14.5,"Plant-based patty with lettuce, tomato, and fries",True,True,False,False
2025-05-01,ENT-015,1030,Veggie Burger,Food,Entree,14.5,"Plant-based patty with lettuce, tomato, and fries",True,True,False,False
2025-06-01,ENT-015,1030,Veggie Burger,Food,Entree,14.5,"Plant-based patty with lettuce, tomato, and fries",True,True,False,False
2025-07-01,ENT-015,1030,Veggie Burger,Food,Entree,14.5,"Plant-based patty with lettuce, tomato, and fries",True,True,False,False
2025-08-01,ENT-015,1030,Veggie Burger,Food,Entree,14.5,"Plant-based patty with lettuce, tomato, and fries",True,True,False,False
2025-09-01,ENT-015,1030,Veggie Burger,Food,Entree,14.5,"Plant-based patty with lettuce, tomato, and fries",True,True,False,False
2025-10-01,ENT-015,1030,Veggie Burger,Food,Entree,14.5,"Plant-based patty with lettuce, tomato, and fries",True,True,False,False
2025-11-01,ENT-015,1030,Veggie Burger,Food,Entree,14.5,"Plant-based patty with lettuce, tomato, and fries",True,True,False,False
2025-12-01,ENT-015,1030,Veggie Burger,Food,Entree,14.5,"Plant-based patty with lettuce, tomato, and fries",True,True,False,False
2025-01-01,ENT-016,1031,Pork Chop,Food,Entree,22.0,Grilled pork chop with apple chutney and mashed potatoes,True,False,False,True
2025-02-01,ENT-016,1031,Pork Chop,Food,Entree,22.0,Grilled pork chop with apple chutney and mashed potatoes,True,False,False,True
2025-03-01,ENT-016,1031,Pork Chop,Food,Entree,22.0,Grilled pork chop with apple chutney and mashed potatoes,True,False,False,True
2025-04-01,ENT-016,1031,Pork Chop,Food,Entree,22.0,Grilled pork chop with apple chutney and mashed potatoes,True,False,False,True
2025-05-01,ENT-016,1031,Pork Chop,Food,Entree,22.0,Grilled pork chop with apple chutney and mashed potatoes,True,False,False,True
2025-06-01,ENT-016,1031,Pork Chop,Food,Entree,22.0,Grilled pork chop with apple chutney and mashed potatoes,True,False,False,True
2025-07-01,ENT-016,1031,Pork Chop,Food,Entree,22.0,Grilled pork chop with apple chutney and mashed potatoes,True,False,False,True
2025-08-01,ENT-016,1031,Pork Chop,Food,Entree,22.0,Grilled pork chop with apple chutney and mashed potatoes,True,False,False,True
2025-09-01,ENT-016,1031,Pork Chop,Food,Entree,22.0,Grilled pork chop with apple chutney and mashed potatoes,True,False,False,True
2025-10-01,ENT-016,1031,Pork Chop,Food,Entree,22.0,Grilled pork chop with apple chutney and mashed potatoes,True,False,False,True
2025-11-01,ENT-016,1031,Pork Chop,Food,Entree,22.0,Grilled pork chop with apple chutney and mashed potatoes,True,False,False,True
2025-12-01,ENT-016,1031,Pork Chop,Food,Entree,22.0,Grilled pork chop with apple chutney and mashed potatoes,True,False,False,True
2025-01-01,ENT-017,1032,Lobster Roll,Food,Entree,26.0,Chilled lobster salad on a toasted bun with fries,True,False,False,False
2025-02-01,ENT-017,1032,Lobster Roll,Food,Entree,26.0,Chilled lobster salad on a toasted bun with fries,True,False,False,False
2025-03-01,ENT-017,1032,Lobster Roll,Food,Entree,26.0,Chilled lobster salad on a toasted bun with fries,True,False,False,False
2025-04-01,ENT-017,1032,Lobster Roll,Food,Entree,26.0,Chilled lobster salad on a toasted bun with fries,True,False,False,False
2025-05-01,ENT-017,1032,Lobster Roll,Food,Entree,26.0,Chilled lobster salad on a toasted bun with fries,True,False,False,False
2025-06-01,ENT-017,1032,Lobster Roll,Food,Entree,26.0,Chilled lobster salad on a toasted bun with fries,True,False,False,False
2025-07-01,ENT-017,1032,Lobster Roll,Food,Entree,26.0,Chilled lobster salad on a toasted bun with fries,True,False,False,False
2025-08-01,ENT-017,1032,Lobster Roll,Food,Entree,26.0,Chilled lobster salad on a toasted bun with fries,True,False,False,False
2025-09-01,ENT-017,1032,Lobster Roll,Food,Entree,26.0,Chilled lobster salad on a toasted bun with fries,True,False,False,False
2025-10-01,ENT-017,1032,Lobster Roll,Food,Entree,26.0,Chilled lobster salad on a toasted bun with fries,True,False,False,False
2025-11-01,ENT-017,1032,Lobster Roll,Food,Entree,26.0,Chilled lobster salad on a toasted bun with fries,True,False,False,False
2025-12-01,ENT-017,1032,Lobster Roll,Food,Entree,26.0,Chilled lobster salad on a toasted bun with fries,True,False,False,False
2025-01-01,ENT-018,1033,Chicken Fajitas,Food,Entree,18.5,Grilled chicken and peppers with tortillas and rice,True,False,False,False
2025-02-01,ENT-018,1033,Chicken Fajitas,Food,Entree,18.5,Grilled chicken and peppers with tortillas and rice,True,False,False,False
2025-03-01,ENT-018,1033,Chicken Fajitas,Food,Entree,18.5,Grilled chicken and peppers with tortillas and rice,True,False,False,False
2025-04-01,ENT-018,1033,Chicken Fajitas,Food,Entree,18.5,Grilled chicken and peppers with tortillas and rice,True,False,False,False
2025-05-01,ENT-018,1033,Chicken Fajitas,Food,Entree,18.5,Grilled chicken and peppers with tortillas and rice,True,False,False,False
2025-06-01,ENT-018,1033,Chicken Fajitas,Food,Entree,18.5,Grilled chicken and peppers with tortillas and rice,True,False,False,False
2025-07-01,ENT-018,1033,Chicken Fajitas,Food,Entree,18.5,Grilled chicken and peppers with tortillas and rice,True,False,False,False
2025-08-01,ENT-018,1033,Chicken Fajitas,Food,Entree,18.5,Grilled chicken and peppers with tortillas and rice,True,False,False,False
2025-09-01,ENT-018,1033,Chicken Fajitas,Food,Entree,18.5,Grilled chicken and peppers with tortillas and rice,True,False,False,False
2025-10-01,ENT-018,1033,Chicken Fajitas,Food,Entree,18.5,Grilled chicken and peppers with tortillas and rice,True,False,False,False
2025-11-01,ENT-018,1033,Chicken Fajitas,Food,Entree,18.5,Grilled chicken and peppers with tortillas and rice,True,False,False,False
2025-12-01,ENT-018,1033,Chicken Fajitas,Food,Entree,18.5,Grilled chicken and peppers with tortillas and rice,True,False,False,False
2025-01-01,ENT-019,1034,Beef Tacos,Food,Entree,15.0,"Three tacos with beef, salsa, and cotija cheese",True,False,False,False
2025-02-01,ENT-019,1034,Beef Tacos,Food,Entree,15.0,"Three tacos with beef, salsa, and cotija cheese",True,False,False,False
2025-03-01,ENT-019,1034,Beef Tacos,Food,Entree,15.0,"Three tacos with beef, salsa, and cotija cheese",True,False,False,False
2025-04-01,ENT-019,1034,Beef Tacos,Food,Entree,15.0,"Three tacos with beef, salsa, and cotija cheese",True,False,False,False
2025-05-01,ENT-019,1034,Beef Tacos,Food,Entree,15.0,"Three tacos with beef, salsa, and cotija cheese",True,False,False,False
2025-06-01,ENT-019,1034,Beef Tacos,Food,Entree,15.0,"Three tacos with beef, salsa, and cotija cheese",True,False,False,False
2025-07-01,ENT-019,1034,Beef Tacos,Food,Entree,15.0,"Three tacos with beef, salsa, and cotija cheese",True,False,False,False
2025-08-01,ENT-019,1034,Beef Tacos,Food,Entree,15.0,"Three tacos with beef, salsa, and cotija cheese",True,False,False,False
2025-09-01,ENT-019,1034,Beef Tacos,Food,Entree,15.0,"Three tacos with beef, salsa, and cotija cheese",True,False,False,False
2025-10-01,ENT-019,1034,Beef Tacos,Food,Entree,15.0,"Three tacos with beef, salsa, and cotija cheese",True,False,False,False
2025-11-01,ENT-019,1034,Beef Tacos,Food,Entree,15.0,"Three tacos with beef, salsa, and cotija cheese",True,False,False,False
2025-12-01,ENT-019,1034,Beef Tacos,Food,Entree,15.0,"Three tacos with beef, salsa, and cotija cheese",True,False,False,False
2025-01-01,ENT-020,1035,Eggplant Parmesan,Food,Entree,14.8,Breaded eggplant with marinara and mozzarella,True,True,False,False
2025-02-01,ENT-020,1035,Eggplant Parmesan,Food,Entree,14.8,Breaded eggplant with marinara and mozzarella,True,True,False,False
2025-03-01,ENT-020,1035,Eggplant Parmesan,Food,Entree,14.8,Breaded eggplant with marinara and mozzarella,True,True,False,False
2025-04-01,ENT-020,1035,Eggplant Parmesan,Food,Entree,14.8,Breaded eggplant with marinara and mozzarella,True,True,False,False
2025-05-01,ENT-020,1035,Eggplant Parmesan,Food,Entree,14.8,Breaded eggplant with marinara and mozzarella,True,True,False,False
2025-06-01,ENT-020,1035,Eggplant Parmesan,Food,Entree,14.8,Breaded eggplant with marinara and mozzarella,True,True,False,False
2025-07-01,ENT-020,1035,Eggplant Parmesan,Food,Entree,16.0,Breaded eggplant with marinara and mozzarella,True,True,False,False
2025-08-01,ENT-020,1035,Eggplant Parmesan,Food,Entree,16.0,Breaded eggplant with marinara and mozzarella,True,True,False,False
2025-09-01,ENT-020,1035,Eggplant Parmesan,Food,Entree,16.0,Breaded eggplant with marinara and mozzarella,True,True,False,False
2025-10-01,ENT-020,1035,Eggplant Parmesan,Food,Entree,16.0,Breaded eggplant with marinara and mozzarella,True,True,False,False
2025-11-01,ENT-020,1035,Eggplant Parmesan,Food,Entree,16.0,Breaded eggplant with marinara and mozzarella,True,True,False,False
2025-12-01,ENT-020,1035,Eggplant Parmesan,Food,Entree,16.0,Breaded eggplant with marinara and mozzarella,True,True,False,False
2025-01-01,SID-001,1036,French Fries,Food,Side,5.0,Crispy golden French fries,True,True,True,True
